2,0,0.7,0,nan,nan,nan
4,0,0.7,0,nan,nan,nan
4,0,0.7,0,nan,nan,nan
2,0,0.7,0,0.4166666666666667,5.825,0.6764360331026997
4,0,0.7,0,nan,nan,nan
6,0,0.7,0,nan,nan,nan
10,0,0.7,0,nan,nan,nan
10,0,0.7,0,0.5708435708435708,2.4628173628173524,0.7376139611850212
4,0,0.7,0,0.5102375102375102,7.559049959049939,0.7176851423929269
8,0,0.7,0,0.5307125307125307,5.598935298935292,0.7319414112012743
6,0,0.7,0,0.5200655200655201,6.973382473382454,0.7256508445928644
2,0,0.7,0,0.4668304668304668,5.321130221130189,0.7103821368081232